srcs	trans	score
vacunas	vaccines	0.8458333333333333
equipamiento	equipment	0.95
quejarme	complain	0.41666666666666674
esperas	you wait	0.42261904761904767
decretado	decreed	0.9047619047619048
socioeconómicos	socioeconomic	0.9425641025641026
correos	post	0.4642857142857142
piel	skin	0.5
expertas	experts	0.975
intensivas	intensive	0.9377777777777778
últimas	latest	0.6428571428571429
hoja	leaf	0.5
relativa	relative	0.95
activa	active	0.9333333333333333
denso	dense	0.92
abandono	abandonment	0.9022727272727272
necesitan	they need	0.4444444444444444
región	region	0.9333333333333333
mundiales	world	0.374074074074074
externo	external	0.9214285714285715
recopilación	compilation	0.797979797979798
compromiso	commitment	0.6666666666666666
dañadas	damaged	0.7714285714285715
plantearle	raise	0.5333333333333333
amazónicos	amazon	0.8866666666666667
preocupados	worried	0.5616883116883117
necesitaba	needed	0.6
ansioso	anxious	0.8476190476190477
servicio	service	0.9214285714285715
denunció	denounced	0.8638888888888888
altura	height	0.0
rodea	surrounds	0.5407407407407407
cargamos	we carry	0.5833333333333334
embolia	embolism	0.9214285714285715
históricos	historical	0.87
órganos	organs	0.8492063492063492
dependencia	dependence	0.9436363636363637
comunales	communal	0.9189814814814814
búsqueda	search	0.4305555555555556
manifiesta	manifest	0.96
incentivos	incentives	0.96
critica	review	0.5396825396825397
debido	due	0.6666666666666666
pensaba	thought	0.0
castigados	punished	0.4472222222222222
docenas	dozens	0.8793650793650793
comenzó	started	0.4285714285714286
mensuales	monthly	0.5873015873015873
defensa	defending	0.853968253968254
rastro	trail	0.5777777777777778
viajes	travels	0.6428571428571429
consigo	with him	0.42261904761904767
aceptación	acceptance	0.8266666666666667
tenerlas	have them	0.412037037037037
encuentran	find	0.44999999999999996
fundador	founder	0.8017857142857143
parezca	look like	0.0
genomas	genomes	0.9428571428571428
herramientas	tools	0.0
en	in	0.6666666666666666
concejos	councils	0.8
retadora	challenging	0.31060606060606055
trasporte	transportation	0.8740740740740741
desplaza	displaces	0.7541666666666665
cambio	change	0.5555555555555555
frontera	border	0.6388888888888888
provienen	come from	0.4814814814814814
elección	choice	0.6388888888888888
fácil	easy	0.0
consecuencias	consequences	0.8805128205128206
estábamos	we were	0.4179894179894179
dedicados	dedicated	0.9111111111111111
pipetas	pipettes	0.9214285714285715
conciencia	awareness	0.30740740740740735
nacionalidad	nationality	0.8383838383838385
raros	rare	0.8483333333333334
esposo	husband	0.4365079365079365
emisora	station	0.5238095238095238
abrevan	water	0.565079365079365
impuso	imposed	0.8477777777777777
impacto	impact	0.9714285714285714
circunstancias	circumstances	0.89000999000999
daña	damages	0.7809523809523811
enviados	sent	0.5833333333333334
casado	married	0.5396825396825397
sobrepesca	overfishing	0.5045454545454545
consultor	consultant	0.8955555555555555
nació	was born	0.44166666666666665
crecientes	rising	0.6
compañeras	companions	0.8400000000000001
organismo	organism	0.9777777777777777
teléfono	telephone	0.8087962962962962
apartamento	apartment	0.9636363636363636
particularmente	particularly	0.9
chino	Chinese	0.6761904761904761
unidad	Unit	0.611111111111111
asteroides	asteroids	0.98
pesar	to weigh	0.44166666666666665
ordenaron	they ordered	0.5240740740740741
núcleo	core	0.611111111111111
albergue	hostel	0.4305555555555556
afirman	they claim	0.41428571428571437
implementara	will implement	0.7605820105820106
siento	sorry	0.4555555555555555
último	latest	0.5555555555555555
permitida	allowed	0.4179894179894179
banana	banana	1.0
ciudadanos	citizens	0.6333333333333333
filas	rows	0.4833333333333334
pasó	He passed	0.6944444444444443
carabineros	carabinieri	0.9272727272727274
geopolítico	geopolitical	0.8914141414141414
eligió	elected	0.5396825396825397
respaldar	support	0.5873015873015873
nebulosa	nebula	0.95
fundación	Foundation	0.7555555555555555
aprendió	learned	0.7130952380952381
restablecimiento	reinstatement	0.7786713286713287
conjuntamente	jointly	0.543040293040293
agotado	Exhausted	0.5873015873015873
casos	cases	0.9066666666666667
conferencia	conference	0.9436363636363637
muestran	show	0.45833333333333326
senegalés	Senegalese	0.825925925925926
canceladas	canceled	0.915
conozco	know	0.4285714285714286
permanece	it remains	0.6185185185185186
reabrir	reopen	0.5396825396825397
criminales	criminals	0.98
independiente	Independent	0.8927738927738927
comporta	behaves	0.0
novio	boyfriend	0.5407407407407407
registrando	registering	0.890909090909091
debería	should	0.0
ensaladas	salads	0.8888888888888888
lingüista	linguist	0.9305555555555555
envíos	shipments	0.4259259259259258
viven	they live	0.4370370370370371
mayores	greater	0.5079365079365079
residente	resident	0.9777777777777777
encargarse	take over	0.4481481481481482
ejerciendo	exercising	0.76
pagar	pay	0.6888888888888888
simbólico	symbolic	0.825
propias	own	0.4920634920634921
suene	sound	0.76
reservorios	reservoirs	0.9618181818181818
comparado	compared	0.9305555555555555
concepto	concept	0.975
imponiendo	imposing	0.8366666666666667
límite	limit	0.765
integración	integration	0.9272727272727274
transmitir	to transmit	0.7456818181818181
tuviera	had	0.0
sensoriales	sensory	0.8805194805194805
involucrado	involved	0.8590909090909091
coloca	place	0.5777777777777778
fabricarlas	make them	0.40067340067340074
planes	plans	0.9666666666666667
necesitas	you need	0.412037037037037
separarse	break away	0.5314814814814816
escándalo	scandal	0.8412698412698413
repente	suddenly	0.5119047619047619
identificar	identify	0.9022727272727272
numerosas	numerous	0.9305555555555555
séptima	seventh	0.5238095238095238
actos	acts	0.9533333333333333
montar	mount	0.8577777777777779
concreto	concrete	0.95
imagen	image	0.9666666666666667
ojos	eyes	0.5
actividad	exercise	0.4907407407407407
chacras	farms	0.6761904761904761
sentía	felt	0.611111111111111
horarios	Schedule	0.41666666666666674
británico	British	0.671957671957672
programa	Program	0.8690476190476191
matrimonios	marriages	0.6700336700336701
atento	attentive	0.7837037037037038
constituyente	constituent	0.9692307692307692
comisiones	commissions	0.8823905723905724
misiones	missions	0.9416666666666667
nuestra	our	0.4920634920634921
ese	that	0.0
lógica	logic	0.8400000000000001
mezclada	mixed	0.6583333333333333
década	decade	0.7999999999999999
dolarización	dollarization	0.9072649572649573
granja	farm	0.4444444444444444
géneros	genders	0.7685714285714286
ruta	route	0.8049999999999999
floreciendo	blooming	0.6212121212121212
dejar	leave	0.6
nombre	Name	0.611111111111111
tercer	third	0.5777777777777778
pantalla	screen	0.4305555555555556
estuviera	was	0.4814814814814814
explotaban	exploded	0.8250000000000001
saciar	satiate	0.7968253968253969
conteo	count	0.8577777777777779
a	to	0.0
resulta	result	0.9714285714285714
contactos	contacts	0.9777777777777777
agosto	August	0.6666666666666666
autopista	highway	0.4179894179894179
tendencia	trend	0.7733333333333333
favorito	favorite	0.95
comprar	to buy	0.4365079365079365
elogiado	praised	0.4900793650793651
siempre	forever	0.5079365079365079
secuencias	sequences	0.7845502645502646
actuales	current	0.6011904761904762
refrigeradas	refrigerated	0.9333333333333333
conspiración	conspiracy	0.9299999999999999
necesita	needs to	0.8
obligaron	forced	0.4259259259259258
término	finished	0.5119047619047619
pronosticado	predicted	0.6666666666666666
veces	times	0.6
usados	used	0.8
ocasionó	caused	0.625
suministren	supply	0.5050505050505051
cultivado	cultivated	0.9377777777777778
queridos	dear	0.5833333333333334
ciertas	certain	0.8285714285714287
detalla	detailing	0.853968253968254
determinaciones	determinations	0.959047619047619
seleccionados	selected	0.8423076923076923
negó	denied	0.4444444444444444
estornudos	sneezing	0.4472222222222222
temen	fear	0.4833333333333334
remover	stir	0.0
supermercado	Supermarket	0.7563131313131314
suburbio	suburb	0.95
opciones	options	0.8952380952380953
me	I	0.0
poniendo	putting up	0.4472222222222222
compensación	compensation	0.9333333333333333
mercados	markets	0.7417857142857143
genérica	generic	0.9083333333333333
constantes	constants	0.98
considere	consider	0.9777777777777777
restringiendo	restricting	0.8798756798756798
tomó	I take	0.4722222222222221
sesgo	bias	0.4833333333333334
triviales	trivial	0.9555555555555556
espesa	thick	0.0
cortina	curtain	0.8642857142857143
indicaciones	indications	0.9484848484848484
sembrar	plant	0.0
reemplazando	replacing	0.7777777777777778
dobles	double	0.9111111111111112
encajó	fit	0.0
consideradas	considered	0.9299999999999999
maquinaria	machinery	0.6851851851851851
redescubrir	rediscover	0.8006060606060607
respirar	breathe	0.6011904761904762
destrozado	mangled	0.49523809523809526
comercialización	commercialization	0.929656862745098
provocar	to provoke	0.5750000000000001
valorar	assess	0.4365079365079365
como	how	0.5277777777777778
necesidad	need	0.8518518518518519
secuestro	kidnapping	0.0
merecemos	we deserve	0.5314814814814816
tenemos	we have	0.4285714285714286
generado	generated	0.9305555555555555
gotas	drops	0.6
turcobritánica	turkish british	0.6182539682539683
legal	legal	1.0
pudieron	could	0.5499999999999999
grados	degrees	0.6428571428571429
formando	forming	0.8678571428571429
salsa	sauce	0.6
aporte	input	0.5777777777777778
otras	others	0.8577777777777779
vínculo	link	0.4642857142857142
cerebral	cerebral	1.0
respetado	respected	0.9111111111111111
trombos	thrombi	0.8285714285714287
flexibilidad	flexibility	0.9136363636363637
dulces	sweets	0.5555555555555555
economías	economies	0.9111111111111111
yeso	cast	0.5
concierto	concert	0.9555555555555556
mataría	would kill	0.0
consentimiento	consent	0.9
prohibir	ban	0.0
cráteres	craters	0.8952380952380953
famoso	famous	0.9333333333333333
orbitador	orbiter	0.9047619047619048
murciélago	bat	0.0
enfermeros	nurses	0.6055555555555555
planta	plant	0.9666666666666667
compañía	company	0.8678571428571429
testigos	witnesses	0.5935185185185184
cambiarles	change them	0.5242424242424243
ponen	they put	0.44166666666666665
huellas	footprints	0.41428571428571437
hijo	son	0.0
tuyo	of yours	0.41666666666666674
desoladora	bleak	0.5222222222222221
describió	described	0.9111111111111111
tercera	third	0.5619047619047619
siguientes	following	0.4740740740740741
desaparecerá	will disappear	0.6428571428571429
débil	weak	0.0
acompaña	accompany	0.8444444444444443
pedidos	orders	0.5317460317460317
comenta	comments	0.9083333333333333
vistas	views	0.76
suele	usually	0.565079365079365
transmisible	transmissible	0.9846153846153847
espeluznantes	creepy	0.4658119658119657
principalmente	mainly	0.5674603174603174
aeropuertos	airports	0.8105519480519481
manifestación	manifestation	0.9384615384615385
ganadores	winners	0.5886243386243386
hablante	speaker	0.5119047619047619
obligado	obliged	0.9214285714285715
expatriada	expat	0.9
diseñado	designed	0.6833333333333332
finales	endings	0.5079365079365079
planificar	to plan	0.6571428571428571
cubriría	would cover	0.4053030303030303
nervios	nerves	0.9095238095238095
contactados	contacted	0.9232323232323232
mueren	die	0.5
lejanas	far away	0.5119047619047619
acuden	flock	0.4555555555555555
porcentaje	percentage	0.8425
preguntan	they ask	0.4907407407407407
transportar	transport	0.9636363636363636
viajero	traveler	0.6071428571428571
materiales	materials	0.98
huevos	eggs	0.611111111111111
prevenirlo	prevent it	0.88
enmendó	amended	0.6761904761904761
reveló	revealed	0.8916666666666667
efectivamente	effectively	0.8247086247086247
riguroso	rigorous	0.9708333333333333
eliminan	eliminate	0.9305555555555555
importancia	importance	0.9436363636363637
cayó	it fell	0.0
conciertos	concerts	0.96
causando	causing	0.8678571428571429
llamativo	striking	0.412037037037037
bar	Pub	0.0
cruza	crosses	0.5619047619047619
malo	bad	0.5277777777777778
vinculado	linked	0.611111111111111
acercará	will bring	0.40833333333333344
creamos	we create	0.5886243386243386
himba	himba	1.0
laborales	labor	0.9111111111111111
revista	magazine	0.3452380952380951
venas	veins	0.8933333333333333
vehículos	vehicles	0.8638888888888888
intento	tried	0.565079365079365
cambia	change	0.5555555555555555
desigualdad	inequality	0.5848484848484848
carretera	highway	0.4179894179894179
diferentes	different	0.9274074074074075
obesidad	obesity	0.8678571428571429
video	video	1.0
creció	grew up	0.5396825396825397
industria	industry	0.9305555555555555
cantón	canton	0.9333333333333333
motivo	reason	0.4444444444444444
paradójicamente	paradoxically	0.8297435897435897
salido	stepped out	0.5909090909090909
profundidad	depth	0.4303030303030304
examen	exam	0.9333333333333333
soy	I am	0.0
defensores	defenders	0.9127777777777778
proyecciones	projections	0.8992424242424243
índice	index	0.7000000000000001
aromas	scents	0.4444444444444444
contagiados	infected	0.537878787878788
ajeno	alien	0.76
preparan	they prepare	0.6944444444444445
entrevistados	interviewed	0.6558857808857809
bastante	quite	0.5499999999999999
amplificar	amplify	0.8914285714285715
inundaciones	floods	0.33333333333333326
altamente	highly	0.4259259259259258
anchoas	anchovies	0.9047619047619048
entornos	environments	0.6944444444444445
albergan	house	0.44166666666666665
destinos	Destinations	0.8194444444444445
hamburguesas	burgers	0.7857142857142857
ejército	army	0.45833333333333326
pareja	couple	0.4444444444444444
respiratorias	respiratory	0.9356643356643356
reacción	reaction	0.9
caballo	horse	0.0
complementó	complement	0.9818181818181818
bordo	board	0.8933333333333333
lección	lesson	0.6428571428571429
tengamos	let&#39;s have	0.4186507936507937
obtener	get	0.4841269841269842
virtuales	virtual	0.9555555555555556
espaciales	space	0.7000000000000001
credibilidad	credibility	0.9136363636363637
simplemente	simply	0.8575757575757577
tratado	treaty	0.7968253968253969
suspenso	suspense	0.95
recluida	secluded	0.75
brasileña	Brazilian	0.7037037037037037
suerte	luck	0.4722222222222221
presenció	witnessed	0.462962962962963
gafas	glasses	0.6761904761904761
orgullosa	proud	0.5333333333333333
presenta	presents	0.95
pensando	thinking	0.5
ayudarle	help you	0.0
intentaron	they tried	0.6
crió	child	0.6333333333333333
simple	simple	1.0
indicaron	indicated	0.8666666666666666
meandros	meanders	0.95
espera	wait	0.0
serie	Serie	0.8666666666666667
obligaciones	obligations	0.9484848484848484
nuevos	new	0.6666666666666666
toques	touches	0.8793650793650793
religiosas	religious	0.9377777777777778
traerá	will bring	0.4222222222222223
conviven	live together	0.5192307692307693
falsos	false	0.8933333333333334
antes	before	0.4555555555555555
golfo	gulf	0.8049999999999999
resolver	resolve	0.975
pedimos	we ask	0.5396825396825397
éticamente	ethically	0.6148148148148148
reconectar	reconnect	0.9377777777777778
destructivo	destructive	0.9636363636363636
esclarecieron	clarified	0.6538461538461539
lecciones	lessons	0.8052910052910053
funcionaban	they worked	0.39393939393939403
dificultades	difficulties	0.9222222222222223
abogado	attorney	0.5119047619047619
vinculados	linked	0.6
árboles	trees	0.6761904761904761
optimista	optimistic	0.9377777777777778
centenar	hundred	0.4900793650793651
ubicándola	locating it	0.413131313131313
cruzar	Cross	0.4555555555555555
yendo	going	0.46666666666666656
presentaban	presented	0.882828282828283
terrorífico	terrifying	0.6595959595959596
restaurar	restore	0.853968253968254
ayudando	Helping	0.42261904761904767
viaje	travel	0.5777777777777778
drástica	drastic	0.8952380952380953
minutos	minutes	0.9428571428571428
miradas	glances	0.5238095238095238
andina	Andean	0.6944444444444443
mascota	pet	0.0
trata	about	0.46666666666666656
análisis	analysis	0.8222222222222222
selva	jungle	0.4555555555555555
ciertamente	certainly	0.7385281385281386
respondía	answered	0.45833333333333326
temores	fears	0.6761904761904761
castigo	punishment	0.3285714285714285
señalando	pointing out	0.462962962962963
así	So	0.0
llevó	I wear	0.4555555555555555
ciclón	cyclone	0.7714285714285715
bajarse	Get down	0.0
luchar	to struggle	0.4191919191919191
rigurosa	rigorous	0.9083333333333333
destinará	will allocate	0.45868945868945876
cansancio	fatigue	0.4179894179894179
recortar	trim	0.45833333333333326
imposible	impossible	0.98
cruzaría	would cross	0.4772727272727273
desarrollaron	they developed	0.3644688644688645
desmedida	excessive	0.5462962962962963
murió	died	0.0
embriones	embryos	0.9047619047619048
venía	came	0.0
tecnológica	technological	0.9249417249417249
ahora	now	0.5111111111111111
reinicio	reboot	0.625
sorprendió	surprised	0.8004761904761906
alto	tall	0.6666666666666666
campo	countryside	0.5272727272727272
borde	edge	0.4833333333333334
especialista	specialist	0.9111111111111111
reiterado	reiterated	0.9377777777777778
favorables	favorable	0.98
va	goes	0.0
plásticas	plastic	0.873015873015873
insuficiente	insufficient	0.9666666666666666
conservadas	preserved	0.6033670033670034
desinfectante	disinfectant	0.8743006993006993
postal	Postcard	0.7222222222222222
canal	channel	0.8114285714285714
maniobrar	maneuver	0.6481481481481481
insostenible	untenable	0.7870370370370371
fuimos	we went	0.0
prístina	pristine	0.8222222222222222
par	pair	0.9166666666666666
sociales	social	0.95
encargaron	ordered	0.465079365079365
sois	you are	0.4642857142857142
respaldo	back	0.45833333333333326
imposibles	impossible	0.96
imaginación	imagination	0.9272727272727274
diabetes	diabetes	1.0
carácter	character	0.8958333333333333
locura	madness	0.0
exhausta	exhausted	0.9305555555555555
pantanos	swamps	0.5277777777777778
conectada	connected	0.8962962962962963
infectarlos	infect them	0.6969696969696969
distingue	distinguishes	0.9384615384615385
asesorarlos	advise them	0.5151515151515151
italiana	Italian	0.8690476190476191
reconocimiento	recognition	0.8846753246753247
investigando	doing research	0.5873015873015873
techo	ceiling	0.39523809523809517
intacta	intact	0.9714285714285714
correctas	correct	0.9555555555555556
delicias	delight	0.6904761904761904
conllevaría	would entail	0.5570707070707072
estación	station	0.7797619047619048
moco	bugger	0.0
estableció	established	0.8804545454545455
estatales	state	0.8518518518518517
sospechoso	suspect	0.7642857142857143
hospitales	hospitals	0.98
tomadas	taken	0.5619047619047619
desinformación	disinformation	0.8441558441558441
zoonótico	zoonotic	0.9305555555555555
produjeron	produced	0.87
recién	newly	0.4555555555555555
cebiche	ceviche	0.9238095238095239
cuentan	count	0.8114285714285714
lote	lot	0.9166666666666666
finanzas	finance	0.8678571428571429
significaron	they meant	0.288888888888889
suministro	supply	0.5111111111111111
obras	plays	0.6
altímetro	altimeter	0.8962962962962963
intenta	try	0.4920634920634921
enfrentó	faced	0.3833333333333333
arena	sand	0.6333333333333333
palabra	word	0.0
conoces	you know	0.6011904761904762
oportunidad	opportunity	0.8545454545454546
susceptible	susceptible	1.0
objeto	object	0.9333333333333333
puedes	can	0.0
astronautas	astronauts	0.9818181818181818
trenes	trains	0.8222222222222222
natal	native	0.79
dormimos	we slept	0.0
provoca	provokes	0.8678571428571429
puedo	may l	0.0
seas	be	0.5833333333333334
éxito	success	0.0
concentra	concentrates	0.95
mantenido	kept	0.40740740740740744
arroz	rice	0.4833333333333334
teníamos	we had	0.5277777777777778
camas	Beds	0.4833333333333334
largo	long	0.6333333333333333
hacinadas	crowded	0.5026455026455027
recibió	He received	0.5616883116883117
automático	automatic	0.9377777777777778
comunitaria	community	0.8632996632996633
eliminaron	removed	0.49523809523809526
espíritu	spirit	0.7527777777777779
normalidad	normal	0.92
primos	cousins	0.373015873015873
burbujas	bubbles	0.6904761904761904
comparados	compared	0.915
tubos	tubes	0.9066666666666667
óptimo	optimum	0.746031746031746
bueno	Okay	0.0
deje	leave	0.6333333333333333
rumbo	course	0.4555555555555555
comercialmente	commercially	0.8244444444444444
show	Show	0.8333333333333334
chilenos	Chileans	0.8333333333333334
valle	Valley	0.8222222222222223
podrá	may	0.0
varados	stranded	0.4900793650793651
llamó	I call	0.4555555555555555
hablamos	We speak	0.41666666666666674
prematuras	premature	0.9377777777777778
producido	produced	0.9305555555555555
genético	genetic	0.9083333333333333
cederé	I will yield	0.0
bien	well	0.5
acreedores	creditors	0.825925925925926
odiaba	I hated	0.4365079365079365
positiva	positive	0.95
acaba	just	0.0
calor	hot	0.0
dispersión	dispersion	0.96
bocadillo	snack	0.374074074074074
utilizado	used	0.4537037037037037
pintoresco	picturesque	0.7721212121212122
rápida	fast	0.0
familias	families	0.95
icónico	iconic	0.8793650793650793
inició	start	0.0
corteza	Cortex	0.746031746031746
tienes	you have	0.4305555555555556
prevención	prevention	0.92
incidentes	incidents	0.98
recogidas	collected	0.5462962962962963
pinceladas	brush strokes	0.39230769230769225
acogido	welcomed	0.6011904761904762
valores	values	0.8944444444444445
relajar	relax	0.8742857142857143
motor	motor	1.0
te	tea	0.8888888888888888
usaban	they used	0.0
personalidad	personality	0.9136363636363637
precisos	accurate	0.33333333333333326
insuficientes	insufficient	0.9525641025641025
muertos	dead	0.4642857142857142
aprendieron	they learned	0.48232323232323226
reducción	reduction	0.9111111111111111
participa	participates	0.95
increíble	amazing	0.0
tomamos	we take	0.4285714285714286
propagado	propagated	0.9377777777777778
escucha	listens	0.4285714285714286
ancianos	seniors	0.6904761904761904
camilla	stretcher	0.0
partido	match	0.5619047619047619
aprendiendo	learning	0.7095959595959597
conservado	conserved	0.9377777777777778
intubación	intubation	0.92
acoplamiento	coupling	0.75
sectores	sectors	0.975
colapsado	collapsed	0.8962962962962963
inmediatas	immediate	0.8433333333333334
honrarán	will honor	0.31666666666666665
solidaridad	solidarity	0.9054545454545454
considerado	considered	0.9436363636363637
llamaron	they called	0.4053030303030303
realizará	will perform	0.5092592592592592
agencia	agency	0.9095238095238095
costumbre	habit	0.4370370370370371
conservación	conservation	0.9333333333333333
querían	they wanted	0.5670995670995671
encendieron	lit	0.0
tomada	taken	0.5777777777777778
nuestro	our	0.4920634920634921
proporcionar	provide	0.6349206349206349
salvaron	saved	0.6583333333333333
encontrarse	meet	0.5606060606060607
colegio	school	0.6428571428571429
genéricos	generic	0.888888888888889
máximo	maximum	0.7714285714285715
externos	external	0.9
financieros	financial	0.882828282828283
damnificados	victims	0.6436507936507937
sumaron	added	0.0
usa	uses	0.7222222222222222
gratuita	free	0.45833333333333326
comerciales	commercial	0.9342424242424243
mostraba	showed	0.36111111111111116
principales	main	0.5606060606060607
humedales	wetlands	0.6601851851851852
opción	option	0.8222222222222222
dañar	to damage	0.6444444444444445
respondió	answered	0.45833333333333326
dañados	damaged	0.7714285714285715
enferman	they get sick	0.46794871794871784
aislaban	they isolated	0.6025641025641025
esencialmente	essentially	0.77995337995338
apropiadas	appropriate	0.784935064935065
desconfían	mistrust	0.40833333333333344
protector	protective	0.8955555555555555
haber	to have	0.0
racional	rational	0.9333333333333333
decidido	decided	0.9214285714285715
especializa	specializes	0.8417508417508417
admitidos	admitted	0.8833333333333333
porciones	servings	0.6481481481481481
creó	I believe	0.4537037037037037
superiores	superiors	0.98
están	is it so	0.5499999999999999
atención	Attention	0.7268518518518517
trabajó	work	0.4642857142857142
estableciendo	setting	0.632967032967033
puramente	purely	0.7925925925925926
pares	pairs	0.8933333333333333
picos	spikes	0.7000000000000001
siga	follow	0.0
marcado	marked	0.8222222222222222
nave	ship	0.0
sostienen	they hold	0.4814814814814814
interés	interest	0.9214285714285715
maravilloso	wonderful	0.468013468013468
parecer	seem	0.4642857142857142
creación	creation	0.9
exastronauta	exastronaut	0.9833333333333333
palma	palm	0.96
alcornocales	cork oak	0.6805555555555557
localizadas	located	0.8337662337662337
experimentaríamos	we would experience	0.4524251805985553
desafíos	challenges	0.4472222222222222
estado	state	0.7000000000000001
bodegas	cellars	0.6190476190476191
trazado	tracing	0.6190476190476191
prontamente	promptly	0.6265151515151516
largos	long	0.611111111111111
aquel	that	0.0
generó	gender	0.9222222222222223
regalía	regalia	0.9428571428571428
licencia	license	0.8678571428571429
impotentes	impotent	0.96
frenar	brake	0.5888888888888889
gripe	flu	0.0
alcalde	mayor	0.4476190476190476
saliera	come out	0.42261904761904767
reducidos	reduced	0.9047619047619048
recuperó	He recovered	0.5472222222222222
deberán	shall	0.0
economistas	economists	0.9818181818181818
resultados	results	0.9400000000000001
trabajen	work	0.45833333333333326
inspiración	inspiration	0.9272727272727274
asimismo	Likewise	0.5833333333333334
cerrado	closed	0.5396825396825397
perros	dogs	0.4722222222222221
fácilmente	easily	0.5111111111111111
afectada	affected	0.8666666666666667
ofrecerme	offer me	0.6944444444444443
comercio	Commerce	0.75
través	through	0.5396825396825397
vida	lifetime	0.45833333333333326
suicidios	suicides	0.9305555555555555
atribuye	attributes	0.8866666666666667
continuamente	continually	0.8685314685314686
herpes	herpes	1.0
deficitario	deficit	0.9272727272727272
contabilizaban	they counted	0.373015873015873
rincones	corners	0.7579365079365079
metiéndome	getting into	0.638888888888889
asistieron	attended	0.5583333333333333
heridas	wounds	0.5396825396825397
viene	comes	0.46666666666666656
mejorado	improved	0.5833333333333334
afecciones	conditions	0.6666666666666666
redujeron	reduced	0.853968253968254
aéreos	aerial	0.5555555555555555
delito	crime	0.4555555555555555
perfecta	perfect	0.975
inundadas	flooded	0.5026455026455027
empleada	employee	0.85
proyecto	draft	0.5499999999999999
porque	why	0.0
colaborativo	collaborative	0.9446581196581196
permanentemente	permanently	0.8836363636363637
perspectiva	perspective	0.9636363636363636
extremo	extreme	0.9428571428571428
tema	topic	0.4833333333333334
colombiano	Colombian	0.8962962962962964
trabajadores	workers	0.5595238095238095
enfatizó	emphasized	0.6333333333333333
respetados	respected	0.8955555555555555
sugieren	suggest	0.6904761904761904
agrupación	group	0.7333333333333334
entrada	entry	0.8742857142857143
mapa	Map	0.7222222222222222
acabó	finished	0.0
enfrentando	facing up	0.30134680134680125
alguno	any	0.5
cáscara	shell	0.4476190476190476
datos	data	0.8483333333333334
acercarme	get closer	0.4481481481481482
cestas	baskets	0.6428571428571429
contagiosos	contagious	0.9436363636363637
previendo	foreseeing	0.6185185185185186
relaciones	relations	0.9377777777777778
objetivos	objectives	0.9377777777777778
demanda	demand	0.9714285714285714
enseña	teaches	0.5396825396825397
niña	girl	0.5
traviesa	naughty	0.42261904761904767
perdida	lost	0.0
muchísimo	very much	0.40740740740740744
venir	come	0.0
tenían	They had	0.5277777777777778
contagiosas	contagious	0.9436363636363637
reacciones	reactions	0.9377777777777778
logró	achievement	0.0
hurón	ferret	0.4555555555555555
izquierda	left	0.0
gerente	manager	0.3571428571428572
billonésima	trillionth	0.6595959595959596
horas	hours	0.8933333333333333
simples	simple	0.9714285714285714
alejadas	far away	0.5833333333333334
puesto	Market Stall	0.5
funciona	works	0.0
lograron	they got	0.5
mismas	themselves	0.6
amplificación	amplification	0.9384615384615385
básicamente	basically	0.5367003367003367
anuló	canceled	0.6583333333333333
ocuparían	would occupy	0.462962962962963
causas	Causes	0.7777777777777777
imprescindibles	essential	0.49629629629629624
7cayó	7 fell	0.4555555555555555
chacra	ranch	0.5777777777777778
impulsor	driving	0.42261904761904767
robados	stolen	0.4365079365079365
nominación	nomination	0.92
vimos	we saw	0.4555555555555555
acceso	access	0.9333333333333333
profunda	deep	0.45833333333333326
comedores	dining rooms	0.5092592592592592
relacionaba	related	0.6450216450216449
comuniquemos	let&#39;s communicate	0.4182539682539683
año	year	0.0
extremadamente	extremely	0.8555555555555555
construyó	built	0.4370370370370371
manifestó	manifested	0.9377777777777778
enterraban	they buried	0.42121212121212115
vendan	sell	0.4722222222222221
cuántos	how many	0.42261904761904767
mayo	may	0.9166666666666666
usar	use	0.7222222222222222
multilateral	multilateral	1.0
padre	father	0.5888888888888889
provocó	provoked	0.8678571428571429
princesa	Princess	0.8333333333333334
construida	built	0.43333333333333335
grupos	groups	0.9555555555555556
sándwich	sandwich	0.9249999999999999
izquierdo	left	0.0
ataques	attacks	0.7714285714285715
arregla	fix	0.0
perjudicar	harm	0.44999999999999996
liderado	led	0.6805555555555555
estallido	outbreak	0.4907407407407407
radica	lies	0.4722222222222221
partir	depart	0.7777777777777777
tercio	third	0.5888888888888889
mella	nick	0.0
alimentaria	food	0.0
ricas	rich	0.8483333333333334
avalan	endorse	0.0
metió	got	0.5111111111111111
procedentes	coming	0.4797979797979799
contagio	contagion	0.9777777777777777
página	page	0.611111111111111
inicio	start	0.0
cuarentenas	quarantines	0.7765151515151515
ascendido	promoted	0.4907407407407407
enfrentar	deal	0.4537037037037037
reabierto	reopened	0.5694444444444444
chinas	Chinese	0.746031746031746
bolivianos	Bolivians	0.8962962962962964
artificial	artificial	1.0
trató	treatment	0.7985185185185185
volverse	become	0.5138888888888888
equilibrado	balanced	0.4772727272727273
sindicatos	unions	0.48888888888888893
ingeniería	engineering	0.7590909090909091
sentimos	sorry	0.44166666666666665
amigos	friends	0.5396825396825397
visual	visual	1.0
pepinillo	pickle	0.611111111111111
justo	fair	0.0
hora	hour	0.8666666666666667
conformen	conform	0.9555555555555556
tratando	trying	0.625
bloqueen	block	0.6583333333333333
ecuatoriana	Ecuadorian	0.8424242424242424
t	t	1.0
suspender	lay off	0.0
